time,pm1,pm25,pm10,temperature,humidite
2026-01-28T17:00:00.000Z,1.903333333,2.686666667,3.596666667,15.383,43.33166667
2026-01-28T17:15:00.000Z,1.733333333,2.863333333,4.223333333,15.07433333,44.56533333
2026-01-28T17:30:00.000Z,2.493333333,3.443333333,4.773333333,14.90766667,45.03666667
2026-01-28T17:45:00.000Z,1.98,2.566666667,4.196666667,14.77266667,45.449
2026-01-28T18:00:00.000Z,2.73,3.65,4.966666667,14.545,46.58533333
2026-01-28T18:15:00.000Z,4.336666667,6.046666667,7.873333333,14.426,46.76333333
2026-01-28T18:30:00.000Z,2.896666667,4.026666667,4.78,14.29166667,46.86866667
2026-01-28T18:45:00.000Z,3.063333333,4.42,6.76,14.07233333,46.574
2026-01-28T19:00:00.000Z,2.833333333,3.813333333,5.74,13.88833333,46.17266667
2026-01-28T19:15:00.000Z,2.35,3.123333333,3.646666667,13.761,45.87666667
2026-01-28T19:30:00.000Z,2.083333333,2.656666667,3.386666667,13.64833333,45.70833333
2026-01-28T19:45:00.000Z,1.723333333,2.213333333,3.013333333,13.56733333,45.94566667
2026-01-28T20:00:00.000Z,2.73,3.8,5.666666667,13.366,47.71266667
2026-01-28T20:15:00.000Z,2.48,3.723333333,5.48,13.36666667,48.283
2026-01-28T20:30:00.000Z,2.656666667,3.883333333,5.83,13.238,48.835
2026-01-28T20:45:00.000Z,2.1,3.013333333,4.573333333,13.152,48.847
2026-01-28T21:00:00.000Z,2.083333333,3.03,5.183333333,13.005,48.934
2026-01-28T21:15:00.000Z,2,2.72,3.453333333,12.92033333,48.98166667
2026-01-28T21:30:00.000Z,1.89,2.936666667,3.893333333,12.892,48.82166667
2026-01-28T21:45:00.000Z,1.816666667,2.69,4.92,12.71533333,49.01733333
2026-01-28T22:00:00.000Z,1.753333333,2.61,3.52,12.623,48.974
2026-01-28T22:15:00.000Z,2.07,2.763333333,3.606666667,12.53466667,49.097
2026-01-28T22:30:00.000Z,1.8,2.653333333,3.306666667,12.53333333,49.335
2026-01-28T22:45:00.000Z,1.886666667,2.8,3.833333333,12.31733333,50.41633333
2026-01-28T23:00:00.000Z,1.763333333,2.653333333,4.663333333,12.368,50.45166667
2026-01-28T23:15:00.000Z,1.55,2.5,4.203333333,12.423,50.32666667
2026-01-28T23:30:00.000Z,1.71,2.39,2.876666667,12.411,50.549
2026-01-28T23:45:00.000Z,2.036666667,3.163333333,5.356666667,12.13833333,51.697
2026-01-29T00:00:00.000Z,1.736666667,2.596666667,3.623333333,12.06866667,51.12866667
2026-01-29T00:15:00.000Z,1.82,2.663333333,3.193333333,12.05133333,51.52633333
2026-01-29T00:30:00.000Z,2.276666667,2.99,4.356666667,11.917,52.464
2026-01-29T00:45:00.000Z,2.253333333,2.94,5.83,11.79966667,52.967
2026-01-29T01:00:00.000Z,2.47,3.513333333,4.426666667,11.656,53.937
2026-01-29T01:15:00.000Z,2.183333333,2.6,3.14,11.52566667,53.73766667
2026-01-29T01:30:00.000Z,2.083333333,3.096666667,3.943333333,11.46233333,53.18766667
2026-01-29T01:45:00.000Z,2.083333333,2.963333333,3.56,11.41466667,53.32466667
2026-01-29T02:00:00.000Z,2.513333333,3.366666667,4.126666667,11.255,54.57066667
2026-01-29T02:15:00.000Z,3.056666667,4.553333333,6.333333333,11.086,55.67766667
2026-01-29T02:30:00.000Z,3.096666667,3.953333333,4.763333333,10.91766667,56.08266667
2026-01-29T02:45:00.000Z,3.096666667,4.833333333,6.696666667,10.94,55.93133333
2026-01-29T03:00:00.000Z,3.053333333,3.88,4.87,10.92166667,55.54366667
2026-01-29T03:15:00.000Z,2.883333333,3.856666667,5.503333333,10.83833333,55.81966667
2026-01-29T03:30:00.000Z,2.7,3.633333333,5.07,10.75033333,55.804
2026-01-29T03:45:00.000Z,2.793333333,3.586666667,4.16,10.77333333,55.281
2026-01-29T04:00:00.000Z,2.686666667,3.426666667,4.69,10.724,54.939
2026-01-29T04:15:00.000Z,2.31,3.37,4.093333333,10.65166667,54.484
2026-01-29T04:30:00.000Z,2.44,3.076666667,5.36,10.61566667,54.058
2026-01-29T04:45:00.000Z,2.066666667,2.93,4.456666667,10.643,53.813
2026-01-29T05:00:00.000Z,2.093333333,2.583333333,4.193333333,10.551,53.94133333
2026-01-29T05:15:00.000Z,2.8,3.853333333,5.576666667,10.569,54.52733333
2026-01-29T05:30:00.000Z,2.463333333,3.636666667,4.76,10.531,54.65733333
2026-01-29T05:45:00.000Z,2.306666667,3.31,4.76,10.55566667,53.49833333
2026-01-29T06:00:00.000Z,2.3,3.546666667,5.003333333,10.61966667,53.122
2026-01-29T06:15:00.000Z,2.64,3.273333333,5.733333333,10.667,52.86433333
2026-01-29T06:30:00.000Z,2.263333333,2.986666667,4.333333333,10.74666667,52.62833333
2026-01-29T06:45:00.000Z,2.56,4.013333333,5.74,10.75866667,52.48033333
2026-01-29T07:00:00.000Z,2.73,3.84,4.516666667,10.84733333,52.28733333
2026-01-29T07:15:00.000Z,2.863333333,4.076666667,5.053333333,10.89333333,52.31266667
2026-01-29T07:30:00.000Z,3.006666667,4.236666667,7.37,11.22866667,52.047
2026-01-29T07:45:00.000Z,1.993333333,2.723333333,4.073333333,11.72533333,51.17666667
2026-01-29T08:00:00.000Z,2.37,3.273333333,5.376666667,11.598,52.32633333
2026-01-29T08:15:00.000Z,2.253333333,3.18,4.613333333,12.18933333,51.394
2026-01-29T08:30:00.000Z,2.536666667,3.74,5.51,12.545,49.914
2026-01-29T08:45:00.000Z,2.81,3.56,5.086666667,12.959,48.526
2026-01-29T09:00:00.000Z,3.263333333,4.903333333,8.173333333,12.742,48.37266667
2026-01-29T09:15:00.000Z,3.063333333,4.85,6.283333333,13.02266667,47.75366667
2026-01-29T09:30:00.000Z,2.573333333,3.9,5.206666667,13.34133333,47.12866667
2026-01-29T09:45:00.000Z,2.716666667,4.133333333,5.46,14.16966667,45.84066667
